F_MASV,F_MAMH,F_NHHK,IDKH,TIN_CHI,DIEMTB
1708102,426,20201,14,3,3.8
1708104,307,20201,14,3,4.0
1708108,420,20201,9,3,36.667
1708109,556,20201,9,3,36.667
1708110,426,20201,9,3,4.0
1708114,420,20201,9,3,3.6
1708125,420,20201,9,3,36.667
1708129,20,20201,9,3,36.667
1708135,426,20201,9,3,4.0
1708138,423,20201,9,3,3.75
1708141,20,20201,9,3,4.0
1708151,426,20201,9,3,4.0
1708153,435,20201,9,3,3.6
1708159,562,20201,9,3,4.0
1708163,187,20201,9,3,3.75
1708168,423,20201,9,3,4.0
1708169,217,20191,9,3,36.667
1708170,435,20201,9,3,4.0
1708174,426,20201,9,3,36.667
1708184,311,20201,14,3,4.0
1708186,311,20201,14,3,4.0
1708198,124,20201,14,3,3.6
1708201,137,20201,14,3,4.0
1708204,301,20201,14,3,3.8
1708207,12,20191,14,3,4.0
1708208,301,20201,14,3,3.625
1708215,311,20201,14,3,3.75
1708218,124,20201,14,3,3.6
1708220,301,20201,14,3,3.875
1708226,301,20201,14,3,3.6
1708235,314,20201,14,3,4.0
1708242,301,20201,14,3,3.75
1708249,127,20201,14,3,4.0
1708256,285,20201,13,3,36.667
1708257,196,20201,13,3,4.0
1708258,288,20201,13,3,38.333
1708259,196,20201,13,3,4.0
1708260,196,20201,13,3,4.0
1708261,198,20201,13,3,38.571
1708262,196,20201,13,3,4.0
1708263,196,20201,13,3,4.0
1708265,285,20201,13,3,4.0
1708268,196,20201,13,3,4.0
1708269,271,20201,13,3,4.0
1708273,198,20201,13,3,3.8
1708274,275,20201,13,3,3.8
1708275,269,20191,13,3,4.0
1708278,198,20201,13,3,38.333
1708280,195,20201,13,3,4.0
1708281,275,20201,13,3,4.0
1708282,275,20201,13,3,3.75
1708284,271,20201,13,3,4.0
1708285,197,20201,13,3,4.0
1708286,198,20201,13,3,4.0
1708287,197,20201,13,3,4.0
1708289,285,20201,13,3,3.75
1708291,198,20201,13,3,36.667
1708294,196,20201,13,3,4.0
1708295,275,20201,13,3,3.6
1708296,288,20201,13,3,3.75
1708297,5,20191,13,3,4.0
1708298,271,20201,13,3,3.75
1708299,288,20201,13,3,4.0
1708300,195,20201,13,3,4.0
1708301,198,20201,13,3,3.75
1708315,564,20201,13,3,4.0
1708337,120,20201,1,3,4.0
1708339,119,20201,1,3,4.0
1708341,119,20201,1,3,4.0
1708342,56,20201,1,3,3.6
1708343,120,20201,1,3,3.8
1708345,120,20201,1,3,3.6
1708349,120,20201,1,3,36.667
1708352,125,20201,1,3,3.6
1708357,120,20201,1,3,4.0
1708364,56,20201,1,3,3.875
1708365,119,20201,1,3,36.667
1708366,122,20201,1,3,3.6
1708367,55,20201,1,3,4.0
1708369,119,20201,1,3,3.75
1708372,119,20201,1,3,4.0
1708373,119,20201,1,3,3.8
1708374,336,20201,1,3,4.0
1708375,122,20201,1,3,4.0
1708376,336,20201,1,3,3.8
1708378,55,20201,1,3,4.0
1708379,19,20191,1,3,4.0
1708380,55,20201,1,3,3.8
1708381,119,20201,1,3,4.0
1708387,88,20201,17,3,4.0
1708390,136,20191,17,3,4.0
1708392,112,20201,17,3,3.75
1708395,136,20191,17,3,4.0
1708397,112,20201,17,3,3.75
1708398,234,20191,17,3,4.0
1708399,313,20201,17,3,3.8
1708403,331,20201,17,3,36.667
1708409,311,20201,17,3,3.75
1708420,16,20201,17,3,4.0
1708421,311,20201,17,3,36.667
1708423,131,20201,17,3,4.0
1708426,313,20201,17,3,4.0
1708435,312,20191,2,3,4.0
1708447,321,20201,2,3,4.0
1708448,208,20201,2,3,36.667
1708452,217,20201,2,3,36.667
1708454,208,20201,2,3,4.0
1708456,324,20201,2,3,4.0
1708459,324,20201,2,3,4.0
1708460,330,20201,2,3,4.0
1708463,217,20201,2,3,4.0
1708470,208,20201,2,3,4.0
1708478,321,20201,2,3,4.0
1708482,208,20201,2,3,4.0
1708495,208,20201,2,3,36.667
1708501,125,20201,5,3,36.667
1708517,370,20191,5,3,4.0
1708518,125,20201,5,3,4.0
1708524,132,20201,5,3,36.667
1708525,123,20201,5,3,36.667
1708533,391,20201,5,3,36.667
1708534,392,20201,5,3,36.667
1708535,106,20201,5,3,4.0
1708536,127,20201,5,3,4.0
1708537,132,20201,5,3,4.0
1708538,125,20201,5,3,36.667
1708541,241,20201,11,3,4.0
1708543,387,20201,11,3,36.667
1708549,339,20201,11,3,3.75
1708552,334,20201,11,3,3.75
1708556,241,20191,11,3,4.0
1708558,311,20191,11,3,4.0
1708559,165,20201,11,3,4.0
1708560,165,20201,11,3,4.0
1708564,339,20201,11,3,36.667
1708567,373,20201,11,3,3.75
1708569,358,20201,11,3,4.0
1708571,122,20201,11,3,38.571
1708575,311,20201,11,3,4.0
1708577,352,20201,11,3,38.333
1708580,5,20191,11,3,4.0
1708581,323,20201,11,3,4.0
1708587,20,20201,11,3,4.0
1708589,241,20201,11,3,4.0
1708590,387,20201,11,3,4.0
1708592,242,20201,11,3,3.8
1708593,387,20201,11,3,3.6
1708595,352,20191,11,3,36.667
1708596,241,20201,11,3,4.0
1708597,12,20201,11,3,4.0
1708598,361,20201,11,3,3.6
1708602,387,20201,11,3,4.0
1708604,19,20201,11,3,36.667
1708606,323,20201,11,3,36.667
1708609,122,20201,11,3,4.0
1708610,340,20201,11,3,3.8
1708614,20,20201,3,3,36.667
1708625,194,20201,3,3,4.0
1708657,370,20201,3,3,3.8
1708659,390,20201,3,3,4.0
1708660,186,20201,3,3,3.8
1708664,189,20201,3,3,3.8
1708665,370,20201,3,3,4.0
1708676,363,20201,3,3,37.143
1708684,326,20191,3,3,4.0
1708688,196,20201,3,3,36.667
1708689,363,20201,3,3,3.75
1708691,434,20201,3,3,4.0
1708696,189,20201,3,3,36.667
1708697,434,20201,3,3,3.75
1708703,111,20201,3,3,4.0
1708709,143,20201,3,3,3.75
1708712,363,20201,3,3,3.6
1708714,186,20201,3,3,3.75
1708724,315,20201,3,3,4.0
1708725,111,20201,3,3,36.667
1708739,111,20201,3,3,3.8
1708742,434,20201,3,3,3.6
1708743,188,20201,3,3,3.6
1708744,3,20191,3,3,4.0
1708751,358,20201,3,3,4.0
1708754,187,20201,3,3,4.0
1708755,186,20201,3,3,4.0
1708756,414,20201,3,3,36.667
1708774,390,20201,3,3,3.6
1708775,347,20201,3,3,37.143
1708779,356,20201,3,3,38.333
1708787,20,20201,3,3,36.667
1708788,380,20201,3,3,3.8
1708789,196,20201,3,3,3.75
1708793,370,20201,3,3,3.75
1708799,377,20201,3,3,3.8
1708806,111,20201,3,3,4.0
1708816,111,20201,3,3,3.6
1708822,450,20201,3,3,3.75
1708823,366,20201,3,3,4.0
1708829,366,20201,3,3,3.75
1708837,522,20201,3,3,3.875
1708839,451,20201,3,3,4.0
1708842,451,20201,3,3,4.0
1708843,522,20201,3,3,3.8
1708845,521,20201,3,3,4.0
1708849,366,20201,3,3,38.571
1708856,135,20201,6,3,36.667
1708862,101,20201,6,3,4.0
1708870,105,20201,6,3,36.667
1708893,102,20201,6,3,36.667
1708954,135,20201,6,3,4.0
1708958,10,20191,6,3,4.0
1708967,23,20201,6,3,36.667
1709001,5,20201,6,3,4.0
1709017,162,20201,6,3,4.0
1709027,128,20191,6,3,4.0
1709031,581,20201,6,3,36.667
1709035,162,20201,6,3,36.667
1709041,142,20201,6,3,38.333
1709046,425,20191,6,3,4.0
1709059,378,20201,6,3,4.0
1709113,377,20201,6,3,36.667
1709119,578,20201,6,3,3.75
1709125,581,20201,6,3,3.8
1709152,442,20201,6,3,4.0
1709153,153,20201,6,3,4.0
1709154,19,20201,6,3,4.0
1709174,135,20201,6,3,36.667
1709213,341,20201,6,3,36.667
1709234,6,20191,6,3,4.0
1709252,135,20201,6,3,3.75
1709254,563,20201,6,3,3.6
1709268,174,20201,7,3,3.75
1709285,178,20201,7,3,36.667
1709295,182,20201,7,3,36.667
1709301,179,20201,7,3,4.0
1709304,112,20201,7,3,4.0
1709305,184,20201,7,3,4.0
1709347,174,20201,7,3,36.667
1709360,1,20191,7,3,4.0
1709362,182,20201,7,3,36.667
1709371,182,20201,7,3,36.667
1709381,183,20201,7,3,4.0
1709479,136,20201,6,3,4.0
1709507,20,20191,6,3,4.0
1709555,205,20201,7,3,4.0
1709564,103,20191,7,3,4.0
1709568,12,20201,7,3,36.667
1709589,184,20201,7,3,4.0
1709590,171,20201,7,3,4.0
1709611,174,20201,7,3,4.0
1709617,11,20191,7,3,4.0
1709618,103,20191,7,3,4.0
1709622,179,20201,7,3,4.0
1709632,178,20201,7,3,36.667
1709639,178,20201,7,3,4.0
1709645,203,20191,13,3,4.0
1709647,19,20201,13,3,3.75
1709655,248,20201,13,3,38.571
1709658,222,20201,13,3,3.75
1709668,246,20201,13,3,4.0
1709674,12,20201,13,3,3.8
1709684,237,20201,13,3,4.0
1709686,224,20201,13,3,3.8
1709702,248,20201,13,3,4.0
1709704,246,20201,13,3,4.0
1709708,238,20201,13,3,4.0
1709711,246,20201,13,3,4.0
1709713,247,20201,13,3,4.0
1709714,237,20201,13,3,38.571
1709715,224,20201,13,3,37.143
1709716,222,20201,13,3,4.0
1709721,222,20201,13,3,3.8
1709723,247,20201,13,3,36.667
1709731,305,20201,3,3,3.75
1709732,323,20191,3,3,4.0
1709735,319,20201,3,3,3.75
1709747,336,20201,3,3,4.0
1709755,114,20201,3,3,4.0
1709756,353,20201,3,3,4.0
1709757,115,20201,3,3,36.667
1709762,11,20201,3,3,4.0
1709769,212,20201,15,3,36.667
1709774,369,20201,9,3,36.667
1709778,376,20191,9,3,4.0
1709780,361,20201,9,3,38.333
1709784,345,20201,9,3,36.667
1709792,346,20201,9,3,36.667
1709799,425,20201,9,3,4.0
1709804,324,20201,9,3,4.0
1709815,207,20201,9,3,4.0
1709820,363,20201,9,3,4.0
1709822,324,20191,9,3,4.0
1709834,19,20201,9,3,4.0
1709835,207,20201,9,3,4.0
1709836,207,20201,9,3,4.0
1709851,22,20191,9,3,4.0
1709856,319,20201,9,3,4.0
1709913,11,20191,8,3,4.0
1709924,189,20201,8,3,4.0
1709936,331,20201,4,3,4.0
1709937,331,20201,4,3,38.333
1709939,139,20201,8,3,4.0
1709953,134,20201,8,3,4.0
1709958,117,20201,9,3,36.667
1709960,102,20191,9,3,4.0
1709963,332,20201,9,3,4.0
1709968,12,20191,6,3,4.0
1709984,136,20191,11,3,4.0
1709992,337,20201,9,3,4.0
1709995,255,20201,9,3,4.0
1710002,319,20201,9,3,36.667
1710008,3,20191,9,3,4.0
1710009,106,20191,9,3,36.667
1710024,298,20201,9,3,4.0
1710025,538,20201,9,3,3.75
1710044,4,20201,9,3,3.6
1710077,349,20201,9,3,4.0
1710081,300,20201,9,3,3.75
1710099,125,20201,6,3,4.0
1710114,101,20201,9,3,4.0
1710144,11,20201,7,3,4.0
1710151,308,20201,12,3,3.75
1710162,9,20191,7,3,4.0
1710174,375,20201,3,3,4.0
1710192,405,20201,15,3,4.0
1710206,103,20191,9,3,4.0
1710207,423,20201,9,3,3.75
1710209,420,20201,9,3,4.0
1710210,562,20201,9,3,36.667
1710212,423,20201,9,3,36.667
1710214,426,20201,9,3,4.0
1710221,19,20201,9,3,4.0
1710227,187,20201,9,3,4.0
1710229,302,20201,9,3,4.0
1710231,435,20201,9,3,3.6
1710233,423,20201,9,3,3.8
1710235,423,20201,9,3,3.75
1710240,423,20201,9,3,36.667
1710243,426,20201,9,3,3.8
1710250,562,20201,9,3,36.667
1710260,556,20201,9,3,36.667
1710262,420,20201,9,3,3.75
1710266,426,20201,9,3,3.6
1710268,302,20201,9,3,36.667
1710269,409,20191,9,3,4.0
1710270,420,20201,9,3,4.0
1710272,302,20201,9,3,4.0
1710275,327,20201,2,3,36.667
1710282,6,20201,2,3,3.75
1710283,208,20201,2,3,4.0
1710287,384,20201,3,3,4.0
1710292,111,20201,3,3,36.667
1710293,521,20201,3,3,4.0
1710294,111,20201,3,3,4.0
1710295,19,20201,3,3,4.0
1710306,25,20191,6,3,4.0
1710343,205,20201,7,3,3.75
1710370,171,20201,7,3,4.0
1710388,242,20201,9,3,4.0
1710412,105,20201,3,3,4.0
1710441,420,20201,9,3,3.6
1710443,306,20201,12,3,36.667
1710455,113,20201,6,3,4.0
1710459,302,20201,16,3,4.0
1800011,103,20201,15,3,4.0
1800012,22,20201,12,3,4.0
1800028,111,20201,12,3,36.667
1800065,322,20201,16,3,3.75
1800072,12,20201,16,3,4.0
1800101,376,20201,3,3,3.6
1800105,110,20201,3,3,4.0
1800116,108,20201,3,3,4.0
1800144,10,20201,8,3,4.0
1800155,117,20201,14,3,3.75
1800156,296,20201,13,3,4.0
1800157,258,20201,13,3,4.0
1800183,416,20201,14,3,4.0
1800187,5,20201,14,3,36.667
1800199,127,20201,16,3,4.0
1800202,111,20201,6,3,36.667
1800205,281,20201,13,3,4.0
1800206,79,20201,13,3,4.0
1800208,119,20201,11,3,3.75
1800210,84,20201,1,3,4.0
1800211,303,20201,1,3,4.0
1800214,302,20201,1,3,4.0
1800215,113,20201,1,3,36.667
1800216,113,20201,1,3,4.0
1800220,79,20201,1,3,4.0
1800231,303,20201,1,3,4.0
1800234,79,20201,1,3,4.0
1800235,10,20201,1,3,3.6
1800243,10,20201,1,3,4.0
1800247,136,20201,1,3,4.0
1800262,3,20201,3,3,3.75
1800276,122,20201,3,3,4.0
1800277,155,20201,3,3,3.6
1800278,106,20201,3,3,4.0
1800282,107,20201,3,3,36.667
1800292,155,20201,3,3,4.0
1800295,108,20201,3,3,36.667
1800296,155,20201,3,3,4.0
1800325,106,20201,3,3,4.0
1800329,155,20201,3,3,36.667
1800330,107,20201,3,3,3.6
1800335,107,20201,3,3,4.0
1800340,106,20201,3,3,3.75
1800344,108,20201,3,3,3.75
1800345,107,20201,3,3,4.0
1800346,155,20201,3,3,3.75
1800350,6,20201,3,3,3.75
1800358,5,20201,3,3,4.0
1800361,107,20201,3,3,4.0
1800368,125,20201,3,3,4.0
1800372,106,20201,3,3,36.667
1800374,155,20201,3,3,36.667
1800381,124,20201,3,3,4.0
1800383,155,20201,3,3,4.0
1800388,153,20201,3,3,4.0
1800389,125,20201,3,3,36.667
1800412,107,20201,3,3,4.0
1800426,107,20201,3,3,4.0
1800427,11,20201,3,3,3.75
1800430,106,20201,3,3,4.0
1800435,6,20201,3,3,4.0
1800438,155,20201,3,3,4.0
1800442,108,20201,3,3,36.667
1800456,155,20201,3,3,3.75
1800469,108,20201,3,3,4.0
1800482,124,20201,3,3,4.0
1800486,124,20201,3,3,4.0
1800489,106,20201,3,3,36.667
1800518,6,20201,3,3,4.0
1800520,108,20201,3,3,4.0
1800521,124,20201,3,3,3.6
1800523,106,20201,3,3,4.0
1800528,108,20201,3,3,4.0
1800529,107,20201,3,3,4.0
1800531,153,20201,3,3,4.0
1800547,106,20201,3,3,36.667
1800563,125,20201,3,3,36.667
1800564,6,20201,3,3,4.0
1800566,107,20201,3,3,4.0
1800570,108,20201,3,3,3.75
1800574,124,20201,3,3,36.667
1800576,125,20201,3,3,4.0
1800578,108,20201,3,3,4.0
1800579,108,20201,3,3,4.0
1800585,106,20201,3,3,4.0
1800594,108,20201,3,3,4.0
1800595,155,20201,3,3,4.0
1800600,107,20201,3,3,4.0
1800602,106,20201,3,3,4.0
1800604,21,20201,3,3,36.667
1800607,121,20201,3,3,4.0
1800634,1,20201,1,3,4.0
1800637,259,20201,1,3,36.667
1800640,79,20201,1,3,4.0
1800646,79,20201,1,3,3.75
1800651,260,20201,1,3,4.0
1800657,79,20201,1,3,3.75
1800664,260,20201,1,3,4.0
1800676,153,20201,15,3,4.0
1800677,11,20201,15,3,4.0
1800681,1,20201,15,3,4.0
1800683,22,20191,15,3,4.0
1800693,153,20201,15,3,4.0
1800694,103,20201,15,3,4.0
1800723,103,20201,15,3,4.0
1800727,196,20201,15,3,4.0
1800728,153,20201,15,3,4.0
1800729,3,20201,15,3,4.0
1800737,3,20201,15,3,4.0
1800750,11,20201,15,3,4.0
1800759,106,20201,15,3,4.0
1800762,103,20201,15,3,4.0
1800769,196,20201,15,3,4.0
1800774,3,20201,15,3,4.0
1800776,103,20201,15,3,4.0
1800778,197,20201,15,3,3.75
1800785,196,20201,15,3,4.0
1800793,103,20201,15,3,4.0
1800794,153,20201,15,3,4.0
1800808,100,20201,15,3,4.0
1800812,5,20201,15,3,4.0
1800814,196,20201,15,3,4.0
1800816,153,20201,15,3,4.0
1800828,13,20201,15,3,4.0
1800853,100,20201,15,3,4.0
1800855,9,20201,15,3,4.0
1800856,153,20201,15,3,4.0
1800857,13,20201,15,3,4.0
1800878,100,20201,15,3,4.0
1800887,197,20201,15,3,4.0
1800897,197,20201,15,3,36.667
1800902,197,20201,15,3,36.667
1800914,145,20201,15,3,4.0
1800926,203,20201,15,3,4.0
1800933,3,20201,15,3,3.75
1800944,196,20201,15,3,4.0
1800946,103,20201,15,3,36.667
1800952,103,20201,15,3,4.0
1800955,153,20201,15,3,36.667
1800958,11,20201,15,3,4.0
1800970,145,20201,15,3,4.0
1800974,5,20201,15,3,36.667
1800980,25,20201,15,3,4.0
1800998,198,20201,9,3,4.0
1801001,11,20201,9,3,4.0
1801011,106,20201,9,3,36.667
1801019,54,20201,15,3,4.0
1801036,322,20201,1,3,4.0
1801045,79,20201,1,3,4.0
1801047,17,20201,1,3,4.0
1801054,294,20201,1,3,4.0
1801055,17,20201,1,3,4.0
1801056,294,20201,1,3,4.0
1801061,80,20191,1,3,4.0
1801068,377,20201,1,3,4.0
1801070,294,20201,1,3,4.0
1801072,10,20201,1,3,4.0
1801076,10,20201,1,3,4.0
1801084,232,20201,1,3,4.0
1801095,383,20201,1,3,4.0
1801097,6,20201,1,3,4.0
1801110,127,20201,3,3,4.0
1801112,353,20201,3,3,4.0
1801118,111,20201,3,3,4.0
1801119,376,20201,3,3,4.0
1801130,111,20201,3,3,4.0
1801131,371,20201,3,3,3.8
1801134,111,20201,3,3,4.0
1801135,373,20201,3,3,4.0
1801140,326,20201,3,3,4.0
1801148,127,20201,3,3,3.8
1801152,126,20201,3,3,36.667
1801155,373,20201,3,3,4.0
1801157,126,20201,3,3,36.667
1801159,127,20201,3,3,3.75
1801167,376,20201,3,3,4.0
1801168,126,20201,3,3,4.0
1801172,126,20201,3,3,36.667
1801174,111,20201,3,3,4.0
1801178,33,20201,3,3,4.0
1801179,126,20201,3,3,36.667
1801181,373,20201,3,3,3.625
1801182,111,20201,3,3,36.667
1801183,111,20201,3,3,4.0
1801198,3,20201,3,3,4.0
1801208,111,20201,3,3,4.0
1801214,11,20201,9,3,3.6
1801217,117,20201,9,3,3.8
1801226,23,20201,9,3,36.667
1801243,102,20201,12,3,4.0
1801247,102,20201,12,3,4.0
1801255,25,20201,12,3,4.0
1801261,315,20201,12,3,4.0
1801265,5,20201,12,3,4.0
1801266,111,20201,12,3,4.0
1801274,22,20201,12,3,4.0
1801290,111,20201,12,3,4.0
1801294,22,20201,12,3,4.0
1801295,111,20201,12,3,4.0
1801301,339,20201,12,3,3.75
1801302,111,20201,12,3,4.0
1801304,369,20201,12,3,4.0
1801308,102,20201,12,3,4.0
1801314,119,20201,12,3,4.0
1801317,22,20201,12,3,4.0
1801324,376,20201,12,3,3.8
1801326,22,20201,12,3,4.0
1801332,22,20201,12,3,4.0
1801334,341,20201,12,3,36.667
1801339,22,20201,12,3,4.0
1801351,4,20201,12,3,4.0
1801354,339,20201,12,3,36.667
1801355,315,20201,12,3,4.0
1801359,339,20201,12,3,4.0
1801360,7,20201,12,3,4.0
1801364,22,20201,12,3,4.0
1801366,108,20201,12,3,4.0
1801369,22,20201,12,3,4.0
1801370,22,20201,12,3,36.667
1801377,341,20201,12,3,36.667
1801382,341,20201,12,3,36.667
1801392,102,20201,12,3,4.0
1801398,339,20201,12,3,3.75
1801405,25,20201,12,3,4.0
1801407,102,20201,12,3,4.0
1801413,119,20201,12,3,4.0
1801414,3,20201,12,3,4.0
1801416,102,20201,12,3,4.0
1801418,206,20201,12,3,4.0
1801426,104,20201,12,3,4.0
1801431,102,20201,12,3,4.0
1801438,102,20201,12,3,3.75
1801439,103,20201,12,3,4.0
1801442,22,20201,12,3,4.0
1801443,22,20201,12,3,4.0
1801447,102,20201,12,3,4.0
1801449,104,20201,12,3,3.8
1801451,119,20201,12,3,3.75
1801452,4,20201,12,3,4.0
1801456,22,20201,12,3,36.667
1801457,103,20201,12,3,4.0
1801459,119,20201,12,3,4.0
1801467,119,20201,12,3,4.0
1801468,102,20201,12,3,4.0
1801469,22,20201,12,3,36.667
1801482,111,20201,12,3,4.0
1801491,206,20201,12,3,4.0
1801497,206,20201,12,3,4.0
1801501,111,20201,12,3,36.667
1801502,405,20201,12,3,4.0
1801506,6,20201,12,3,4.0
1801508,103,20201,12,3,4.0
1801517,119,20201,12,3,4.0
1801519,119,20201,12,3,36.667
1801523,5,20201,12,3,4.0
1801528,104,20201,12,3,36.667
1801530,103,20201,12,3,3.6
1801531,3,20201,12,3,4.0
1801535,103,20201,12,3,4.0
1801536,369,20201,12,3,36.667
1801537,102,20201,12,3,4.0
1801542,103,20201,12,3,4.0
1801545,429,20201,12,3,4.0
1801548,206,20201,12,3,4.0
1801549,3,20201,12,3,4.0
1801551,119,20201,12,3,4.0
1801554,111,20201,12,3,3.75
1801556,210,20201,12,3,4.0
1801557,3,20201,12,3,4.0
1801561,206,20201,12,3,4.0
1801562,210,20201,12,3,4.0
1801568,22,20201,12,3,4.0
1801572,103,20201,12,3,4.0
1801588,111,20201,12,3,4.0
1801593,119,20201,12,3,4.0
1801594,22,20201,12,3,4.0
1801600,3,20201,12,3,4.0
1801602,111,20201,12,3,4.0
1801615,103,20201,12,3,4.0
1801628,369,20201,12,3,4.0
1801632,119,20201,12,3,36.667
1801638,1,20201,12,3,4.0
1801639,3,20201,12,3,4.0
1801649,369,20201,12,3,36.667
1801665,102,20201,12,3,4.0
1801668,3,20201,12,3,4.0
1801669,5,20201,12,3,4.0
1801670,358,20201,12,3,4.0
1801678,102,20201,12,3,36.667
1801685,104,20201,12,3,4.0
1801688,119,20201,12,3,36.667
1801689,103,20201,12,3,3.75
1801697,22,20201,12,3,4.0
1801700,119,20201,12,3,4.0
1801701,103,20201,12,3,4.0
1801703,104,20201,12,3,4.0
1801710,119,20201,12,3,4.0
1801722,103,20201,12,3,4.0
1801727,1,20201,12,3,4.0
1801731,119,20201,12,3,4.0
1801732,103,20201,12,3,4.0
1801734,119,20201,12,3,4.0
1801735,119,20201,12,3,4.0
1801736,111,20201,12,3,4.0
1801737,119,20201,12,3,4.0
1801741,121,20201,12,3,3.75
1801742,369,20201,12,3,4.0
1801747,104,20201,12,3,4.0
1801750,103,20201,12,3,4.0
1801752,369,20201,12,3,3.75
1801755,119,20201,12,3,4.0
1801760,4,20201,12,3,4.0
1801762,102,20201,12,3,4.0
1801768,103,20201,12,3,4.0
1801770,104,20201,12,3,36.667
1801771,103,20201,12,3,4.0
1801772,119,20201,12,3,4.0
1801778,119,20201,12,3,4.0
1801781,111,20201,12,3,36.667
1801782,102,20201,12,3,4.0
1801784,119,20201,12,3,4.0
1801787,111,20201,12,3,4.0
1801788,102,20201,12,3,4.0
1801796,104,20201,12,3,36.667
1801797,102,20201,12,3,36.667
1801798,119,20201,12,3,36.667
1801800,102,20201,12,3,4.0
1801801,104,20201,12,3,4.0
1801833,111,20201,9,3,4.0
1801854,1,20201,9,3,4.0
1801864,1,20201,9,3,4.0
1801879,106,20201,9,3,4.0
1801882,119,20201,9,3,4.0
1801888,113,20201,9,3,36.667
1801890,6,20201,9,3,36.667
1801892,106,20201,9,3,4.0
1801906,91,20201,13,3,4.0
1801928,3,20201,12,3,4.0
1801944,102,20201,12,3,4.0
1801945,102,20201,12,3,4.0
1801953,124,20201,12,3,36.667
1801955,123,20201,12,3,4.0
1801962,1,20201,12,3,4.0
1801974,22,20201,12,3,4.0
1801989,107,20201,12,3,3.75
1802018,107,20201,12,3,4.0
1802031,119,20201,12,3,4.0
1802032,124,20201,12,3,4.0
1802033,103,20201,12,3,4.0
1802041,10,20201,12,3,4.0
1802072,3,20201,12,3,4.0
1802080,124,20201,12,3,4.0
1802083,103,20201,12,3,36.667
1802095,3,20201,12,3,36.667
1802098,22,20201,12,3,4.0
1802110,22,20201,12,3,4.0
1802156,11,20201,9,3,4.0
1802170,123,20201,9,3,4.0
1802179,229,20201,9,3,4.0
1802188,123,20201,9,3,4.0
1802194,22,20201,9,3,36.667
1802201,123,20201,9,3,4.0
1802226,123,20201,9,3,4.0
1802233,118,20201,9,3,36.667
1802248,242,20201,11,3,4.0
1802249,75,20201,11,3,4.0
1802255,242,20201,11,3,4.0
1802256,230,20201,11,3,4.0
1802259,230,20201,11,3,36.667
1802265,242,20201,11,3,4.0
1802279,1,20201,11,3,4.0
1802281,245,20201,11,3,4.0
1802298,11,20201,11,3,4.0
1802326,230,20201,11,3,4.0
1802332,230,20201,11,3,4.0
1802337,209,20201,11,3,4.0
1802342,158,20201,11,3,36.667
1802353,12,20201,11,3,4.0
1802365,155,20201,11,3,4.0
1802370,245,20201,11,3,36.667
1802371,155,20201,11,3,4.0
1802375,308,20201,11,3,36.667
1802377,1,20201,11,3,4.0
1802378,242,20201,11,3,4.0
1802385,242,20201,11,3,4.0
1802389,230,20201,11,3,4.0
1802408,302,20201,16,3,4.0
1802427,6,20201,16,3,36.667
1802431,119,20201,16,3,36.667
1802433,6,20201,16,3,4.0
1802434,1,20201,16,3,4.0
1802478,301,20201,16,3,4.0
1802482,6,20191,16,3,4.0
1802484,119,20201,16,3,4.0
1802504,302,20201,16,3,4.0
1802515,51,20201,16,3,4.0
1802529,214,20201,16,3,36.667
1802537,3,20201,16,3,4.0
1802540,6,20201,16,3,3.8
1802561,223,20201,16,3,36.667
1802562,127,20201,16,3,4.0
1802578,6,20201,16,3,4.0
1802594,10,20201,16,3,36.667
1802603,223,20201,16,3,4.0
1802606,131,20201,16,3,4.0
1802617,122,20201,16,3,4.0
1802625,119,20201,16,3,4.0
1802626,11,20201,16,3,4.0
1802634,302,20201,16,3,4.0
1802649,25,20201,16,3,4.0
1802650,119,20201,16,3,4.0
1802661,3,20201,16,3,4.0
1802673,123,20201,16,3,4.0
1802677,302,20201,16,3,4.0
1802687,6,20201,16,3,4.0
1802692,3,20201,16,3,4.0
1802697,123,20201,16,3,4.0
1802707,119,20201,16,3,4.0
1802710,115,20201,16,3,36.667
1802711,303,20201,16,3,3.75
1802712,119,20201,16,3,4.0
1802723,10,20201,16,3,4.0
1802724,224,20201,16,3,36.667
1802726,133,20201,16,3,36.667
1802740,1,20201,16,3,4.0
1802741,224,20201,16,3,4.0
1802745,116,20201,16,3,4.0
1802747,131,20201,16,3,4.0
1802750,114,20201,16,3,36.667
1802753,127,20201,16,3,4.0
1802778,214,20201,16,3,4.0
1802785,7,20201,16,3,4.0
1802793,114,20201,16,3,4.0
1802799,123,20201,16,3,4.0
1802808,127,20201,16,3,3.75
1802824,123,20201,9,3,4.0
1802827,304,20201,9,3,36.667
1802847,11,20201,9,3,4.0
1802863,122,20201,9,3,4.0
1802864,122,20201,9,3,4.0
1802869,123,20201,9,3,4.0
1802877,6,20201,9,3,36.667
1802890,404,20201,9,3,4.0
1802917,123,20201,9,3,4.0
1802921,123,20201,9,3,3.75
1802964,28,20201,11,3,36.667
1802969,111,20201,11,3,4.0
1802971,150,20201,11,3,4.0
1802972,115,20201,11,3,4.0
1802977,5,20201,11,3,4.0
1802987,151,20201,11,3,4.0
1802991,110,20201,11,3,4.0
1803017,114,20201,11,3,4.0
1803024,114,20201,11,3,4.0
1803038,114,20201,11,3,4.0
1803043,113,20201,11,3,3.6
1803049,150,20201,11,3,4.0
1803052,111,20201,11,3,36.667
1803063,151,20201,11,3,4.0
